2017-08-30,554844843413,380283622180,935128465593,34243309804,22578036928,56821346732,3938428820,1056676257,4995105077,558783272233,381340298437,940123570670
2017-08-29,553270011460,379834960685,933104972145,31750813945,23798254830,55549068775,3787373917,1036587080,4823960997,557057385377,380871547765,937928933142
2017-08-28,550835572748,378370291462,929205864210,38739064545,29423021381,68162085926,4060209017,1056059021,5116268038,554895781765,379426350483,934322132248
2017-08-25,546054164590,376652174003,922706338593,26559491663,19549964812,46109456475,3733950169,1004621111,4738571280,549788114759,377656795114,927444909873
2017-08-24,546833583828,376951699030,923785282858,21677814495,16446532537,38124347032,3723296900,1020406806,4743703706,550556880728,377972105836,928528986564
2017-08-23,545507089335,376997559064,922504648399,25055341612,18564956839,43620298451,3675940145,1071963017,4747903162,549183029480,378069522081,927252551561
2017-08-22,544897323822,376768883360,921666207182,26957110928,21376729837,48333840765,3707097560,1077502446,4784600006,548604421382,377846385806,926450807188
2017-08-21,543592415590,376035833416,919628249006,25636299098,21452523918,47088823016,3497726367,1077578275,4575304642,547090141957,377113411691,924203553648
2017-08-18,541748509333,374318362951,916066872284,25742169645,20414722200,46156891845,3671141815,1013329777,4684471592,545419651148,375331692728,920751343876
2017-08-17,542899045178,374962435644,917861480822,29645958008,25084492279,54730450287,3873410862,1073590969,4947001831,546772456040,376036026613,922808482653
2017-08-16,540868472055,374044182317,914912654372,24284974967,23714103409,47999078376,3705165383,1086142581,4791307964,544573637438,375130324898,919703962336
2017-08-15,539648893071,372745867964,912394761035,24658227869,20520571463,45178799332,3796690082,1083474584,4880164666,543445583153,373829342548,917274925701
2017-08-14,537632596431,372246550889,909879147320,26457875922,22534837446,48992713368,3559045374,1060092541,4619137915,541191641805,373306643430,914498285235
2017-08-11,535356477158,369512862164,904869339322,31093642271,22495982978,53589625249,3531912151,997308088,4529220239,538888389309,370510170252,909398559561
2017-08-10,537669007398,370985194677,908654202075,30265906808,23319944395,53585851203,3739686127,1058291442,4797977569,541408693525,372043486119,913452179644
2017-08-09,537368647820,370925499024,908294146844,30620320769,22986383338,53606704107,3779979746,1116707919,4896687665,541148627566,372042206943,913190834509
2017-08-08,534726199658,369734485996,904460685654,31299192096,23515863814,54815055910,3722134478,1124308210,4846442688,538448334136,370858794206,909307128342
2017-08-07,535636198766,369722163849,905358362615,29644034898,18968010416,48612045314,3544692781,1022648692,4567341473,539180891547,370744812541,909925704088
2017-08-04,532820207518,369286084881,902106292399,34969999502,24568994140,59538993642,3598484776,1057151161,4655635937,536418692294,370343236042,906761928336
2017-08-03,534879944654,370547472541,905427417195,30336073067,24274597752,54610670819,3530499040,1054413292,4584912332,538410443694,371601885833,910012329527
2017-08-02,532200383095,369072577727,901272960822,35890923633,27088341834,62979265467,3831086862,1108182889,4939269751,536031469957,370180760616,906212230573
2017-08-01,529231018478,368331400540,897562419018,31492038816,25460976838,56953015654,3916761485,1137784701,5054546186,533147779963,369469185241,902616965204
2017-07-31,528537955376,367685356105,896223311481,32291507628,26410488547,58701996175,3749653632,1087571710,4837225342,532287609008,368772927815,901060536823
2017-07-28,524828764794,366018130074,890846894868,23129529881,21249641857,44379171738,3594552210,1037263683,4631815893,528423317004,367055393757,895478710761
2017-07-27,526393111133,367367346077,893760457210,28928422645,26177422895,55105845540,3672126096,1044326865,4716452961,530065237229,368411672942,898476910171
2017-07-26,525088165155,365284731210,890372896365,28506278901,20498249095,49004527996,3726364371,965311178,4691675549,528814529526,366250042388,895064571914
2017-07-25,523213040701,364548709254,887761749955,26338233274,19710627372,46048860646,3843321662,972441414,4815763076,527056362363,365521150668,892577513031
2017-07-24,521007125367,363172216586,884179341953,31436994720,21722433458,53159428178,3819562298,1017720746,4837283044,524826687665,364189937332,889016624997
2017-07-21,516927360025,361362990936,878290350961,26921358014,19661569639,46582927653,3664013338,984263637,4648276975,520591373363,362347254573,882938627936
