100_0.20789473684210524, 868.5930787589499
99_0.20789473684210524, 870.8718861209965
96_0.20789473684210524, 884.0023752969122
98_0.20789473684210524, 884.3683589138135
97_0.20789473684210524, 891.2960760998811
95_0.20789473684210524, 892.8507821901323
94_0.20789473684210524, 909.948502994012
100_0.26052631578947366, 916.671724137931
91_0.20789473684210524, 923.0434782608695
90_0.20789473684210524, 926.0615199034982
92_0.20789473684210524, 945.6537530266345
99_0.26052631578947366, 948.8990182328191
98_0.26052631578947366, 950.9314685314686
93_0.20789473684210524, 954.3106796116506
88_0.20789473684210524, 979.8311218335344
100_0.3131578947368421, 986.5388513513515
80_0.20789473684210524, 994.1019900497513
89_0.20789473684210524, 994.4448484848484
78_0.26052631578947366, 1002.6695035460992
81_0.20789473684210524, 1010.4364089775561
79_0.26052631578947366, 1016.0285306704708
79_0.20789473684210524, 1022.5565217391304
78_0.20789473684210524, 1025.4190358467242
87_0.20789473684210524, 1030.905055487053
85_0.20789473684210524, 1035.3698630136985
84_0.20789473684210524, 1035.8349875930521
86_0.26052631578947366, 1041.8776371308018
77_0.26052631578947366, 1043.0451339915373
85_0.26052631578947366, 1043.6468023255816
76_0.26052631578947366, 1044.9367088607596
86_0.20789473684210524, 1046.9434194341943
87_0.26052631578947366, 1051.1570014144272
91_0.15526315789473683, 1054.1576086956522
83_0.15526315789473683, 1057.8634020618556
84_0.26052631578947366, 1058.959712230216
96_0.26052631578947366, 1059.8794326241134
90_0.26052631578947366, 1066.8838526912182
91_0.3131578947368421, 1067.098976109215
93_0.26052631578947366, 1067.6988636363637
90_0.15526315789473683, 1068.1455782312926
77_0.20789473684210524, 1070.9109159347554
95_0.26052631578947366, 1073.371794871795
76_0.20789473684210524, 1073.5955056179776
97_0.26052631578947366, 1074.460881934566
92_0.26052631578947366, 1078.7457627118645
90_0.3131578947368421, 1080.2372881355932
82_0.15526315789473683, 1080.568093385214
83_0.26052631578947366, 1081.590711175617
82_0.20789473684210524, 1081.9714285714285
85_0.15526315789473683, 1083.6526717557251
84_0.15526315789473683, 1084.3982188295165
91_0.26052631578947366, 1085.625
83_0.20789473684210524, 1087.0651629072681
72_0.20789473684210524, 1087.7588739290086
80_0.3131578947368421, 1087.7775919732442
95_0.15526315789473683, 1088.6063535911603
92_0.15526315789473683, 1090.3466299862448
94_0.26052631578947366, 1091.0367751060821
82_0.26052631578947366, 1093.946762589928
87_0.15526315789473683, 1095.612323491656
81_0.3131578947368421, 1102.9729729729731
94_0.15526315789473683, 1103.4375
99_0.15526315789473683, 1104.826330532213
86_0.15526315789473683, 1106.6666666666665
88_0.3131578947368421, 1107.9195979899498
93_0.15526315789473683, 1109.7964480874316
89_0.26052631578947366, 1109.902857142857
72_0.26052631578947366, 1110.6732117812062
98_0.15526315789473683, 1111.5347517730497
99_0.3131578947368421, 1113.344122657581
88_0.3657894736842105, 1113.984
73_0.20789473684210524, 1113.9963099630997
88_0.26052631578947366, 1114.1820768136558
73_0.26052631578947366, 1114.6056338028168
100_0.15526315789473683, 1118.371387283237
98_0.3131578947368421, 1119.3074324324323
92_0.3131578947368421, 1122.0741989881956
96_0.15526315789473683, 1125.951388888889
70_0.20789473684210524, 1126.029304029304
89_0.3657894736842105, 1131.6016096579476
97_0.15526315789473683, 1131.6074895977808
72_0.3131578947368421, 1131.7816091954023
75_0.20789473684210524, 1133.982389937107
81_0.26052631578947366, 1134.077809798271
74_0.20789473684210524, 1136.4080100125157
93_0.3131578947368421, 1136.6324786324785
97_0.3131578947368421, 1137.6424957841484
86_0.3131578947368421, 1137.9917355371902
85_0.3131578947368421, 1138.3714285714286
60_0.20789473684210524, 1138.8909512761022
75_0.26052631578947366, 1140.336146272855
83_0.3131578947368421, 1142.9093959731542
73_0.3131578947368421, 1143.3322314049587
81_0.15526315789473683, 1143.860759493671
96_0.3131578947368421, 1147.2231543624162
80_0.15526315789473683, 1147.4278416347381
87_0.3131578947368421, 1147.5845896147405
63_0.20789473684210524, 1149.558194774347
80_0.26052631578947366, 1150.1314285714286
62_0.20789473684210524, 1150.5194805194806
82_0.3131578947368421, 1150.635
89_0.3131578947368421, 1153.6836734693877
89_0.15526315789473683, 1154.2314814814815
74_0.26052631578947366, 1154.3464235624124
61_0.20789473684210524, 1154.3508771929826
71_0.20789473684210524, 1158.0764488286068
95_0.3131578947368421, 1159.7350427350427
74_0.3131578947368421, 1161.2568218298554
93_0.3657894736842105, 1165.632734530938
84_0.3131578947368421, 1171.3444259567386
94_0.3131578947368421, 1171.3492333901193
77_0.15526315789473683, 1173.573566084788
75_0.3131578947368421, 1175.5209677419355
88_0.15526315789473683, 1178.1691078561917
92_0.3657894736842105, 1180.1148514851484
79_0.15526315789473683, 1195.4698492462312
68_0.20789473684210524, 1202.3182374541002
78_0.15526315789473683, 1202.330808080808
76_0.15526315789473683, 1202.4590163934427
95_0.3657894736842105, 1204.8568548387098
69_0.20789473684210524, 1207.608910891089
60_0.26052631578947366, 1210.9247027741083
75_0.15526315789473683, 1211.1724137931035
84_0.3657894736842105, 1215.87109375
68_0.3131578947368421, 1218.2783171521037
86_0.3657894736842105, 1221.3555992141453
74_0.15526315789473683, 1221.3590733590734
67_0.3657894736842105, 1225.3382899628252
61_0.26052631578947366, 1226.0106382978722
68_0.26052631578947366, 1228.8300835654597
78_0.3131578947368421, 1234.4991680532446
97_0.4184210526315789, 1234.5340050377833
70_0.26052631578947366, 1234.875
90_0.3657894736842105, 1236.6640316205533
69_0.3131578947368421, 1236.9690048939642
87_0.4184210526315789, 1237.344262295082
73_0.15526315789473683, 1237.6156763590393
94_0.3657894736842105, 1238.142857142857
88_0.4184210526315789, 1238.4779582366589
69_0.26052631578947366, 1241.3678321678321
83_0.3657894736842105, 1241.7142857142858
86_0.4184210526315789, 1243.0697674418604
96_0.3657894736842105, 1243.2268041237114
62_0.26052631578947366, 1243.3684210526314
82_0.3657894736842105, 1243.4248496993987
91_0.3657894736842105, 1247.2529644268775
72_0.15526315789473683, 1247.453164556962
52_0.20789473684210524, 1251.6089965397923
65_0.20789473684210524, 1255.4007220216606
85_0.3657894736842105, 1255.6863905325442
97_0.3657894736842105, 1256.0788381742739
63_0.26052631578947366, 1257.2781546811398
89_0.4184210526315789, 1259.8457943925234
66_0.3657894736842105, 1261.3694852941176
68_0.3657894736842105, 1262.8022598870057
59_0.20789473684210524, 1264.6493506493507
77_0.3131578947368421, 1265.9816053511706
71_0.26052631578947366, 1266.2428571428572
53_0.20789473684210524, 1270.334878331402
81_0.3657894736842105, 1273.8779527559054
94_0.4184210526315789, 1274.5588235294117
76_0.3131578947368421, 1274.876644736842
66_0.3131578947368421, 1275.6924315619967
96_0.4184210526315789, 1276.6125
99_0.4184210526315789, 1277.0948717948718
79_0.3131578947368421, 1277.6767676767677
64_0.20789473684210524, 1277.9
87_0.3657894736842105, 1278.702380952381
58_0.20789473684210524, 1279.8714953271028
69_0.3657894736842105, 1281.2466539196942
64_0.26052631578947366, 1281.4596100278552
90_0.4184210526315789, 1281.4964705882353
85_0.4184210526315789, 1281.508120649652
67_0.20789473684210524, 1283.305724725944
80_0.3657894736842105, 1284.3933463796477
54_0.20789473684210524, 1287.7174418604652
65_0.26052631578947366, 1288.5331452750352
84_0.4184210526315789, 1289.9030023094688
98_0.4184210526315789, 1290.2188295165395
72_0.3657894736842105, 1290.2926356589148
66_0.20789473684210524, 1292.230303030303
92_0.4184210526315789, 1294.9619047619049
71_0.3131578947368421, 1295.848434925865
55_0.20789473684210524, 1295.891100702576
59_0.26052631578947366, 1296.7729083665338
73_0.3657894736842105, 1296.953216374269
58_0.26052631578947366, 1298.6155878467637
63_0.3131578947368421, 1301.0798722044728
63_0.15526315789473683, 1301.5817490494296
67_0.3131578947368421, 1311.190243902439
56_0.20789473684210524, 1312.7745327102803
71_0.3657894736842105, 1313.3268482490273
95_0.4184210526315789, 1314.871287128713
70_0.3657894736842105, 1315.4131274131273
62_0.15526315789473683, 1320.879177377892
98_0.3657894736842105, 1321.4504132231407
57_0.26052631578947366, 1322.977542932629
57_0.20789473684210524, 1326.5605170387778
93_0.4184210526315789, 1326.7874396135264
62_0.3131578947368421, 1327.9213836477988
67_0.26052631578947366, 1329.3664772727273
71_0.15526315789473683, 1329.9807445442875
66_0.26052631578947366, 1330.3986013986014
99_0.3657894736842105, 1333.8763102725368
70_0.3131578947368421, 1341.5334420880913
100_0.3657894736842105, 1345.0125786163521
50_0.20789473684210524, 1345.6728323699422
56_0.26052631578947366, 1345.953947368421
65_0.15526315789473683, 1352.5974358974358
51_0.20789473684210524, 1354.1618160651922
70_0.15526315789473683, 1354.6627906976744
91_0.4184210526315789, 1356.5942028985507
64_0.3657894736842105, 1359.0109289617485
