day,threshold,f2,change_cnt,up_cnt,shake_cnt,down_cnt
21,0.25,126374.54219309214,27447,61703,23191
21,0.30000000000000004,137967.92215379758,23449,69893,18999
22,0.05,190977.92783871925,49109,16865,46317
22,0.1,116701.92782447548,42703,30218,39370
22,0.15000000000000002,103614.39937846971,36893,42254,33144
22,0.2,116665.76202936473,31536,53239,27516
22,0.25,127883.52925073955,26905,62737,22649
22,0.30000000000000004,139806.0132450331,22872,70997,18422
23,0.05,187866.91514481796,48933,17194,46114
23,0.1,114233.4006814863,42386,30815,39040
23,0.15000000000000002,104504.7348079802,36451,43059,32731
23,0.2,117577.70113964331,31049,54166,27026
23,0.25,129244.74968325792,26400,63741,22100
23,0.30000000000000004,141173.81705816556,22325,72036,17880
24,0.05,184039.25319662245,49489,16580,46122
24,0.1,111928.37183560178,43014,29903,39274
24,0.15000000000000002,98584.08648012315,37228,41834,33129
24,0.2,110826.27407594571,32092,52395,27704
24,0.25,123073.43840484339,27611,61786,22794
24,0.30000000000000004,132397.6373714653,23489,70030,18672
25,0.05,181600.8747925065,49333,16868,45940
25,0.1,109943.81942207173,42714,30419,39008
25,0.15000000000000002,99317.46423455549,36827,42503,32811
25,0.2,111984.53950653547,31642,53263,27236
25,0.25,124303.83093106536,27127,62674,22340
25,0.30000000000000004,133303.8677004289,22976,70979,18186
26,0.05,178714.50543825974,49164,17193,45734
26,0.1,107935.59366422321,42427,30967,38697
26,0.15000000000000002,100102.60231231694,36449,43207,32435
26,0.2,112831.52355180652,31197,54102,26792
26,0.25,124750.89418158568,26590,63605,21896
26,0.30000000000000004,134935.9600632661,22511,71877,17703
27,0.05,174081.69474835886,49743,16452,45846
27,0.1,104799.42210041362,43156,29737,39148
27,0.15000000000000002,92492.2062437426,37390,41690,32961
27,0.2,104223.90020843237,32152,52542,27347
27,0.25,114237.78511994335,27499,61948,22594
27,0.30000000000000004,122575.23386705483,23428,70064,18549
28,0.05,171566.94609776503,49588,16734,45669
28,0.1,103025.35035217089,42888,30241,38862
28,0.15000000000000002,92826.28734786474,37019,42353,32619
28,0.2,104681.91259687766,31744,53280,26967
28,0.25,114538.54757176386,27001,62834,22156
28,0.30000000000000004,123656.85796301407,22934,70942,18115
29,0.05,169356.94087887523,49435,16999,45507
29,0.1,101523.2197139972,42627,30699,38615
29,0.15000000000000002,93495.74257916589,36673,42994,32274
29,0.2,105096.4895649231,31321,54027,26593
29,0.25,115042.47137474729,26558,63619,21764
29,0.30000000000000004,124493.47521618719,22466,71782,17693
30,0.05,167730.04180222208,49852,16291,45748
30,0.1,101534.65481596964,43358,29506,39027
30,0.15000000000000002,88509.11299555447,37556,41493,32842
30,0.2,98328.08260201843,32103,52440,27348
30,0.25,107765.64301876747,27478,61874,22539
30,0.30000000000000004,116016.20980615735,23529,69945,18417
31,0.05,165916.5534233307,49718,16519,45604
31,0.1,100146.1371396118,43115,29933,38793
31,0.15000000000000002,89025.84857055027,37219,42092,32530
31,0.2,99191.87156405127,31744,53103,26994
31,0.25,108790.01025247278,27085,62615,22141
31,0.30000000000000004,116752.305725403,23075,70776,17990
32,0.05,163511.3179056469,49560,16788,45443
32,0.1,98521.86396683884,42852,30397,38542
32,0.15000000000000002,89540.37476330902,36843,42733,32215
32,0.2,99813.39285714286,31377,53758,26656
32,0.25,109363.8908923643,26631,63420,21740
32,0.30000000000000004,117464.18495761507,22665,71549,17577
33,0.05,161735.42931392931,49938,16354,45449
33,0.1,97554.73810736477,43470,29451,38820
33,0.15000000000000002,85009.30952380953,37666,41441,32634
33,0.2,93878.8725,32059,52482,27200
33,0.25,102325.12899185973,27428,61955,22358
33,0.30000000000000004,111630.97056892779,23503,69958,18280
34,0.05,159628.78527940201,49788,16589,45314
34,0.1,95981.65188603531,43220,29904,38567
34,0.15000000000000002,85363.04669922116,37336,41999,32356
34,0.2,94637.60604481501,31697,53128,26866
34,0.25,103189.23872317206,27039,62660,21992
34,0.30000000000000004,112320.33283124128,23099,70667,17925
35,0.05,158004.62377180968,49665,16793,45183
35,0.1,94619.882147217,42999,30309,38333
35,0.15000000000000002,85875.5505190635,37040,42524,32077
35,0.2,94972.31999547443,31349,53776,26516
35,0.25,103770.16765996766,26668,63328,21645
35,0.30000000000000004,112969.07609994877,22693,71379,17569
36,0.05,154945.749969389,50030,16334,45227
36,0.1,92509.98728253128,43493,29487,38611
36,0.15000000000000002,81103.70788716881,37549,41356,32686
36,0.2,89749.56497195986,32155,52332,27104
36,0.25,97429.9842995169,27544,61691,22356
36,0.30000000000000004,106063.23449942336,23619,69763,18209
37,0.05,153492.0818302869,49916,16522,45103
37,0.1,91358.03144274604,43289,29832,38420
37,0.15000000000000002,81494.98920785668,37268,41842,32431
37,0.2,90367.43977162475,31855,52888,26798
37,0.25,97972.66940722235,27224,62302,22015
37,0.30000000000000004,107143.57243657949,23269,70415,17857
38,0.05,151508.29347890939,49755,16761,44975
38,0.1,90290.31665065748,43076,30191,38224
38,0.15000000000000002,81761.917216482,36946,42413,32132
38,0.2,90831.27210627618,31512,53482,26497
38,0.25,98795.94500623355,26849,62985,21657
38,0.30000000000000004,107830.34811605769,22919,71029,17543
39,0.05,148147.35027658267,50047,16270,45124
39,0.1,87931.4045237207,43517,29489,38435
39,0.15000000000000002,76834.03405078448,37552,41320,32569
39,0.2,85525.7321962565,32312,52042,27087
39,0.25,92687.02874493928,27682,61529,22230
39,0.30000000000000004,100718.23857534246,23727,69464,18250
40,0.05,146310.33759389387,49890,16508,44993
40,0.1,86615.89943760043,43274,29872,38245
40,0.15000000000000002,77132.23238390093,37278,41813,32300
40,0.2,86060.69574301384,32004,52584,26803
40,0.25,93454.38569994524,27331,62144,21916
40,0.30000000000000004,101525.79305338397,23401,70082,17908
41,0.05,144974.01018085997,49770,16698,44873
41,0.1,85408.13264900663,43067,30200,38074
41,0.15000000000000002,77542.97684650669,37054,42240,32047
41,0.2,86470.7864304561,31720,53091,26530
41,0.25,93700.93500786382,27019,62704,21618
41,0.30000000000000004,102437.01074229852,23095,70652,17594
42,0.05,143644.22539098436,50243,16305,44743
42,0.1,85159.43862036124,43628,29399,38264
42,0.15000000000000002,74944.34848531637,37635,41273,32383
42,0.2,83243.73113681158,32381,52019,26891
42,0.25,91452.27891525424,27768,61398,22125
42,0.30000000000000004,97972.81980742779,23834,69282,18175
43,0.05,142483.0095295903,50143,16475,44623
43,0.1,84239.19294640752,43450,29687,38104
43,0.15000000000000002,75157.3195831389,37407,41689,32145
43,0.2,83721.20193102412,32102,52521,26618
43,0.25,91916.22611523312,27487,61920,21834
43,0.30000000000000004,98540.55003357958,23521,69852,17868
44,0.05,141001.72505103878,50013,16654,44524
44,0.1,83259.85637163423,43240,30008,37943
44,0.15000000000000002,75520.04978863316,37152,42104,31935
44,0.2,84200.43461757449,31800,53046,26345
44,0.25,92172.30175454883,27175,62472,21544
44,0.30000000000000004,99108.45974853502,23239,70375,17577
45,0.05,139165.67554849354,50215,16363,44563
45,0.1,82963.01891430523,43742,29290,38109
45,0.15000000000000002,71458.41374264454,37846,41176,32119
45,0.2,79617.87068125608,32610,51845,26686
45,0.25,87259.75507977635,27990,61152,21999
45,0.30000000000000004,95676.34130834867,23999,69211,17931
46,0.05,137525.91017747193,50077,16566,44448
46,0.1,81949.97705616003,43553,29594,37944
46,0.15000000000000002,71825.89753713104,37611,41566,31914
46,0.2,79837.19686648501,32332,52335,26424
46,0.25,87546.8438319606,27683,61675,21733
46,0.30000000000000004,96479.39345190891,23712,69725,17654
47,0.05,136374.1787465614,49988,16722,44331
47,0.1,81107.88543689321,43373,29870,37798
47,0.15000000000000002,72134.10488474031,37372,41958,31711
47,0.2,80262.22556505803,32055,52794,26192
47,0.25,88099.24233542684,27405,62141,21495
47,0.30000000000000004,97178.43467510064,23415,70236,17390
48,0.05,134804.38020928952,50281,16341,44369
48,0.1,79370.89733333333,43767,29250,37974
48,0.15000000000000002,69231.28988175096,37899,41041,32051
48,0.2,77280.58832789835,32641,51671,26679
48,0.25,84907.35513464172,27982,61099,21910
48,0.30000000000000004,92112.43651060964,23951,69226,17814
49,0.05,133775.65438543248,50176,16475,44290
49,0.1,78598.55936970518,43602,29510,37829
49,0.15000000000000002,69339.8656332371,37681,41392,31868
49,0.2,77528.2699882811,32373,52115,26453
49,0.25,85368.76672819567,27713,61558,21670
49,0.30000000000000004,92590.61575626669,23628,69720,17593
50,0.05,132324.5538470779,50058,16649,44184
50,0.1,77601.38792756539,43413,29820,37658
50,0.15000000000000002,69522.95323445882,37436,41765,31690
50,0.2,77810.83463487105,32109,52531,26251
50,0.25,85937.1640399142,27445,62000,21446
50,0.30000000000000004,93107.3172290683,23348,70177,17366
