,open,close,high,low,total_turnover,volume,limit_up,limit_down
2005-01-04,0.3893,0.3838,0.3893,0.379,834800.0,1686262.0,0.4434,0.3628
2005-01-05,0.3828,0.3979,0.4014,0.3807,1071758.0,2108948.0,0.422,0.3456
2005-01-06,0.3959,0.3907,0.3959,0.3862,121884.0,243000.0,0.4379,0.3583
2005-01-07,0.3893,0.3928,0.3962,0.3893,478423.0,940500.0,0.4296,0.3518
2005-01-10,0.3855,0.3921,0.3928,0.3797,257771.0,517275.0,0.432,0.3535
2005-01-11,0.3938,0.3904,0.3938,0.3862,141298.0,282375.0,0.4314,0.3528
2005-01-12,0.3814,0.3876,0.389,0.3811,721715.0,1465470.0,0.4293,0.3514
2005-01-13,0.3859,0.3876,0.3879,0.3824,143691.0,289125.0,0.4265,0.349
2005-01-14,0.41,0.3876,0.41,0.3866,1253951.0,2442330.0,0.4265,0.349
2005-01-17,0.3811,0.3807,0.3859,0.3776,1004709.0,2049750.0,0.4265,0.349
2005-01-18,0.3807,0.3804,0.3838,0.3755,494801.0,1010272.0,0.4189,0.3428
2005-01-19,0.3804,0.3793,0.3845,0.3724,38484.0,78772.0,0.4183,0.3425
2005-01-20,0.3686,0.37,0.3721,0.359,425604.0,900000.0,0.4172,0.3414
2005-01-21,0.3645,0.3817,0.3876,0.3569,304863.0,647528.0,0.4069,0.3332
2005-01-24,0.3876,0.3866,0.3952,0.3797,1146719.0,2291355.0,0.42,0.3435
2005-01-25,0.3793,0.379,0.3811,0.3624,340961.0,704250.0,0.4252,0.348
2005-01-26,0.3786,0.3686,0.3786,0.3652,708534.0,1496250.0,0.4169,0.3411
2005-01-27,0.3683,0.3662,0.379,0.36,1851988.0,3894188.0,0.4055,0.3318
2005-01-28,0.3655,0.35,0.3669,0.3394,3207617.0,7197772.0,0.4028,0.3297
2005-01-31,0.3456,0.3407,0.3456,0.338,452480.0,1030342.0,0.3852,0.3149
2005-02-01,0.3411,0.3397,0.3469,0.3394,500529.0,1135125.0,0.3748,0.3066
2005-02-02,0.3463,0.3587,0.3604,0.3445,1308807.0,2885805.0,0.3738,0.3056
2005-02-03,0.3587,0.3518,0.359,0.3497,1013562.0,2219378.0,0.3945,0.3228
2005-02-04,0.3521,0.3618,0.3638,0.3514,1152089.0,2478622.0,0.3869,0.3166
2005-02-16,0.3652,0.359,0.368,0.3587,1198572.0,2571750.0,0.3979,0.3256
2005-02-17,0.3593,0.3607,0.3618,0.3511,7876178.0,17178998.0,0.3948,0.3232
2005-02-18,0.3604,0.3593,0.3618,0.3531,7653583.0,16701458.0,0.3969,0.3245
2005-02-21,0.3593,0.3604,0.3635,0.3542,4851009.0,10505160.0,0.3952,0.3235
2005-02-22,0.3624,0.3738,0.3779,0.3614,12167162.0,25300845.0,0.3966,0.3242
2005-02-23,0.3779,0.3811,0.3817,0.3721,8147658.0,16800885.0,0.4114,0.3366
2005-02-24,0.3807,0.3797,0.3862,0.3748,6006167.0,12288960.0,0.4193,0.3428
2005-02-25,0.3883,0.3945,0.3955,0.3883,8975673.0,17733758.0,0.4176,0.3418
2005-02-28,0.3983,0.4096,0.4183,0.3969,11684504.0,22059765.0,0.4341,0.3552
2005-03-01,0.4093,0.4096,0.41,0.4024,4577283.0,8762715.0,0.4506,0.3686
2005-03-02,0.409,0.3845,0.409,0.3821,7764897.0,15337080.0,0.4506,0.3686
2005-03-03,0.3793,0.3862,0.3904,0.3793,3058758.0,6138135.0,0.4231,0.3459
2005-03-04,0.39,0.3817,0.39,0.3793,2915206.0,5913472.0,0.4248,0.3476
2005-03-07,0.3817,0.3859,0.3869,0.3797,2149553.0,4350712.0,0.42,0.3435
2005-03-08,0.3866,0.3955,0.3969,0.3848,3856450.0,7612650.0,0.4245,0.3473
2005-03-09,0.3955,0.3969,0.4031,0.3945,3035828.0,5925825.0,0.4351,0.3559
2005-03-10,0.3935,0.391,0.4017,0.3869,2735354.0,5389155.0,0.4365,0.3573
2005-03-11,0.39,0.391,0.3945,0.3838,1630067.0,3244275.0,0.4303,0.3521
2005-03-14,0.391,0.4069,0.409,0.3866,5959523.0,11497792.0,0.4303,0.3521
2005-03-15,0.4069,0.3997,0.4158,0.3997,4389919.0,8342145.0,0.4475,0.3662
2005-03-16,0.4003,0.3893,0.4003,0.3859,2078203.0,4095698.0,0.4396,0.3597
2005-03-17,0.3928,0.3886,0.3945,0.3862,1353438.0,2688750.0,0.4283,0.3504
