,open,close,high,low,total_turnover,volume,limit_up,limit_down
2005-01-04,0.964,0.9587,0.964,0.9463,29038739.0,23357588.0,1.0637,0.8716
2005-01-05,0.9569,0.9356,0.9658,0.932,52224301.0,42422848.0,1.0548,0.8627
2005-01-06,0.9374,0.9231,0.948,0.9142,40580874.0,33794806.0,1.0299,0.8413
2005-01-07,0.9231,0.9214,0.9374,0.9142,32905762.0,27379032.0,1.0156,0.8306
2005-01-10,0.9338,0.9463,0.948,0.9231,26306299.0,21556438.0,1.0138,0.8289
2005-01-11,0.9463,0.9658,0.9676,0.9409,52769490.0,42423245.0,1.0405,0.852
2005-01-12,0.9658,0.9569,0.9658,0.948,18260027.0,14700386.0,1.0619,0.8698
2005-01-13,0.9552,0.9534,0.9587,0.9498,17398051.0,14021342.0,1.053,0.8609
2005-01-14,0.9516,0.9463,0.9658,0.9409,25972992.0,20888088.0,1.0494,0.8573
2005-01-17,0.9338,0.9391,0.9498,0.9214,29738535.0,24417236.0,1.0405,0.852
2005-01-18,0.9338,0.9303,0.9409,0.9214,32264572.0,26694770.0,1.0334,0.8449
2005-01-19,0.9303,0.9142,0.9303,0.9142,26043164.0,21757088.0,1.0227,0.8378
2005-01-20,0.9125,0.8982,0.9178,0.8947,41956608.0,35634686.0,1.005,0.8235
2005-01-21,0.8947,0.9676,0.9889,0.8929,185006879.0,148970483.0,0.9889,0.8093
2005-01-24,0.9872,0.9694,0.9961,0.9569,122949669.0,97044201.0,1.0637,0.8716
2005-01-25,0.9623,0.9516,0.9623,0.9409,60571368.0,49056982.0,1.0672,0.8733
2005-01-26,0.9516,0.9569,0.9818,0.9498,64442956.0,51369542.0,1.0476,0.8555
2005-01-27,0.9569,0.9391,0.964,0.9303,29002688.0,23472517.0,1.053,0.8609
2005-01-28,0.9338,0.9338,0.9391,0.916,36593065.0,30360504.0,1.0334,0.8449
2005-01-31,0.9303,0.9267,0.9356,0.916,26470504.0,22009156.0,1.0281,0.8413
2005-02-01,0.9267,0.9427,0.9516,0.9249,33109173.0,27053446.0,1.0192,0.8342
2005-02-02,0.9445,1.0067,1.0156,0.9409,169324745.0,131610602.0,1.037,0.8484
2005-02-03,1.0067,0.9818,1.0121,0.9801,90766133.0,70115284.0,1.1081,0.9053
2005-02-04,0.9783,1.0583,1.0797,0.9783,318391251.0,233108129.0,1.0797,0.884
2005-02-16,1.0654,1.0583,1.0743,1.0494,166337527.0,120205167.0,1.165,0.9534
2005-02-17,1.0583,1.0565,1.0601,1.0334,81777558.0,59949062.0,1.165,0.9534
2005-02-18,1.0494,1.021,1.0654,1.0174,98110424.0,72687316.0,1.1615,0.9516
2005-02-21,1.0316,1.0708,1.0779,1.0316,181184780.0,131062113.0,1.1223,0.9196
2005-02-22,1.0708,1.0886,1.0974,1.0619,178211523.0,126956534.0,1.1775,0.964
2005-02-23,1.0886,1.0725,1.0903,1.0672,135634480.0,96836327.0,1.1971,0.9801
2005-02-24,1.0903,1.0868,1.1063,1.0743,148994085.0,105282483.0,1.1793,0.9658
2005-02-25,1.0939,1.085,1.1028,1.085,133880167.0,94138542.0,1.1953,0.9783
2005-02-28,1.0832,1.0548,1.085,1.0459,132753083.0,96209046.0,1.1935,0.9765
2005-03-01,1.0512,1.053,1.0619,1.0476,56898619.0,41530877.0,1.1597,0.9498
2005-03-02,1.053,1.0334,1.0637,1.0316,78162674.0,57487170.0,1.1579,0.948
2005-03-03,1.0316,1.0494,1.053,1.0263,50729685.0,37526256.0,1.1366,0.9303
2005-03-04,1.0494,1.0405,1.053,1.0334,33327045.0,24622187.0,1.1544,0.9445
