,open,close,high,low,total_turnover,volume,limit_up,limit_down
2016-08-02,7.3795,8.8613,8.8613,7.3795,95460009.0,10669472.0,,
2016-08-03,9.7445,9.7445,9.7445,9.7445,79708418.0,8027031.0,9.7445,7.9782
2016-08-04,10.716,10.716,10.716,10.716,59798706.0,5476072.0,10.716,8.773
2016-08-05,11.7857,11.7857,11.7857,10.9908,6432869098.0,546961362.0,11.7857,9.6464
2016-08-08,11.5796,11.246,11.5796,11.0693,4670736756.0,406454799.0,12.9633,10.6081
2016-08-09,11.2263,11.9623,12.2567,11.1674,5584560351.0,472799682.0,12.3745,10.1174
2016-08-10,11.7759,12.4432,12.924,11.6483,5435933900.0,438180635.0,13.1595,10.7651
2016-08-11,12.2665,12.1586,13.0123,12.0899,4626589471.0,363428329.0,13.6894,11.1969
2016-08-12,12.1586,13.2773,13.346,12.0212,5222662281.0,404534776.0,13.3754,10.9417
2016-08-15,13.2479,14.0918,14.5628,13.1007,6350872728.0,454638698.0,14.6021,11.9525
2016-08-16,13.8857,13.9937,14.0722,13.7385,4400520166.0,311120762.0,15.5049,12.6787
2016-08-17,13.9152,13.4539,13.9152,13.1497,4193537532.0,304565054.0,15.3969,12.5904
2016-08-18,13.346,13.4049,13.66,13.2675,2833380105.0,207118102.0,14.7983,12.1095
2016-08-19,13.4245,12.9927,13.4637,12.9142,2705956182.0,203124248.0,14.7493,12.0605
2016-08-22,12.9142,12.7866,12.9731,12.5707,2085723887.0,160268687.0,14.2881,11.6974
2016-08-23,12.6885,12.8946,12.9535,12.6296,2023571679.0,155211341.0,14.0624,11.5109
2016-08-24,12.8357,12.4432,12.9436,12.4137,2219006076.0,172279510.0,14.1801,11.609
2016-08-25,12.2371,12.139,12.2469,11.9525,1759943806.0,142575046.0,13.6894,11.1969
2016-08-26,12.1488,11.8936,12.188,11.874,1441192708.0,117462894.0,13.3558,10.9221
2016-08-29,11.8544,11.9525,12.0408,11.8053,909968174.0,74814949.0,13.081,10.7062
2016-08-30,12.0016,11.9721,12.0899,11.8446,1007218692.0,82642452.0,13.1497,10.7553
2016-08-31,12.0016,12.1488,12.4137,11.8642,2258230781.0,182303698.0,13.1693,10.7749
2016-09-01,12.0703,11.7857,12.0997,11.7661,1479903528.0,121815942.0,13.3656,10.9319
2016-09-02,11.6777,11.5894,11.7562,11.5207,1119917951.0,94385429.0,12.9633,10.6081
2016-09-05,11.6287,11.3735,11.6483,11.3245,998122823.0,85299604.0,12.7474,10.4315
2016-09-06,11.3441,11.5207,11.5796,11.3343,919672876.0,78703552.0,12.5119,10.2352
2016-09-07,11.4815,11.4226,11.5796,11.403,836543046.0,71630418.0,12.6689,10.3726
2016-09-08,11.4128,11.4324,11.4913,11.3539,620784606.0,53348389.0,12.5609,10.2843
2016-09-09,11.4226,11.2067,11.4324,11.1871,826884636.0,71755957.0,12.5806,10.2941
2016-09-12,11.0006,10.7062,11.0006,10.6866,1056022773.0,95564948.0,12.3254,10.088
2016-09-13,10.7847,10.8436,10.981,10.716,813754977.0,73547558.0,11.7759,9.6366
2016-09-14,10.7651,10.6866,10.7945,10.6375,496161739.0,45410696.0,11.9329,9.7642
2016-09-19,10.6866,10.7945,10.8731,10.6866,459940460.0,41785604.0,11.7562,9.617
2016-09-20,10.7749,10.8044,10.9417,10.7062,540216206.0,48991566.0,11.874,9.7151
2016-09-21,10.7749,10.7553,10.7945,10.716,405393320.0,37005142.0,11.8838,9.7249
2016-09-22,10.8044,10.7259,10.8436,10.7062,548007333.0,49921035.0,11.8347,9.6758
2016-09-23,10.7357,10.4609,10.7455,10.4511,728752075.0,67581311.0,11.7955,9.6562
2016-09-26,10.402,9.9408,10.4118,9.9212,921770903.0,89184045.0,11.5109,9.4109
2016-09-27,9.8819,9.9899,10.0095,9.8329,531108032.0,52628406.0,10.9319,8.9497
2016-09-28,9.9506,9.8525,9.9604,9.823,400129894.0,39769025.0,10.9908,8.9889
2016-09-29,9.8819,9.8623,9.9408,9.8427,366748746.0,36372408.0,10.8338,8.8712
2016-09-30,9.823,9.8132,9.8525,9.774,364655256.0,36491161.0,10.8534,8.881
2016-10-10,9.8427,9.98,9.9997,9.7936,550969218.0,54551111.0,10.7945,8.8319
2016-10-11,9.9899,9.9997,10.0684,9.9506,487355763.0,47824623.0,10.981,8.9791
2016-10-12,9.98,9.9408,10.0095,9.9015,376967485.0,37183583.0,11.0006,8.9987
2016-10-13,9.9604,9.8819,9.98,9.8721,382248356.0,37858756.0,10.9319,8.9497
2016-10-14,9.8819,10.0095,10.0291,9.8525,680865505.0,67057142.0,10.8731,8.8908
2016-10-17,10.0095,9.8329,10.0095,9.8132,527692569.0,52320604.0,11.0104,9.0085
2016-10-18,9.8132,9.98,9.9899,9.7936,606177767.0,60073825.0,10.8142,8.8515
2016-10-19,9.9899,9.931,9.9899,9.8721,434918872.0,42983896.0,10.981,8.9791
2016-10-20,9.9212,9.8917,9.9408,9.8329,354867266.0,35207240.0,10.9221,8.9398
2016-10-21,9.8721,9.9408,9.9899,9.8427,472528182.0,46773022.0,10.8829,8.9006
2016-10-24,9.9604,10.2352,10.3726,9.9015,1668948922.0,161045570.0,10.9319,8.9497
2016-10-25,10.1861,10.2058,10.2548,10.1371,694393379.0,66835526.0,11.2558,9.2146
2016-10-26,10.1959,10.0586,10.1959,9.9997,712505020.0,69383367.0,11.2263,9.1852
2016-10-27,10.0586,9.9997,10.0684,9.9702,372323903.0,36527965.0,11.0693,9.0576
